2026-06-13 22:06:22,你成功创建了名为zzz.man.txt的档案
2026-06-13 22:06:27,你输入了1操作
2026-06-13 22:06:36,你成功输入了年龄的值18.0年
2026-06-13 22:06:40,你成功输入了体重的值68.0kg
2026-06-13 22:06:42,你成功输入了身高的值176.0cm
2026-06-13 22:06:46,你成功输入了腰围的值80.0cm
2026-06-13 22:06:48,你成功输入了颈围的值36.0cm
2026-06-13 22:07:02,你拒接了评价操作
2026-06-13 22:07:06,你输入了2操作
2026-06-13 22:07:39,你输入了5操作
2026-06-13 22:07:39,成功退出档案
